Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,branch-b6g2,branch-ahcf,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Store: target,Manipulation: correctAnswerCount,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Attempt,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,ANSWER,stimuli,ShowProgressBar
991,1773236741923,11/03/2026 13:45:41,1773236741923,-5,11/03/2026 08:45:41,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,159,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.800000000745,1201.1999999999534,1201.800000000745,1201.800000000745,1201.1999999999534,1201.800000000745,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+70.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
992,1773236742423,11/03/2026 13:45:42,1773236742423,-5,11/03/2026 08:45:42,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,160,phonetic categorization,fixation,99n54d,1,timedOut,,,500.80000000004657,500.10000000009313,500.80000000004657,500.80000000004657,500.10000000009313,500.80000000004657,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_-100.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
993,1773236742425,11/03/2026 13:45:42,1773236742425,-5,11/03/2026 08:45:42,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,160,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.699999999953434,0,2.699999999953434,2.699999999953434,0,2.699999999953434,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_-100.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
994,1773236742922,11/03/2026 13:45:42,1773236742922,-5,11/03/2026 08:45:42,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,160,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,500.0000000006985,483.89999999990687,500.0000000006985,500.0000000006985,483.89999999990687,500.0000000006985,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_-100.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
995,1773236742923,11/03/2026 13:45:42,1773236742923,-5,11/03/2026 08:45:42,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,160,phonetic categorization,soundplay,x8jhtp,2,continue,,,500.29999999981374,483.89999999990687,500.29999999981374,500.29999999981374,483.89999999990687,500.29999999981374,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_-100.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
996,1773236743633,11/03/2026 13:45:43,1773236743633,-5,11/03/2026 08:45:43,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,160,phonetic categorization,2AFC,6i7z8o,3,response,d,,726.8000000000466,717.1000000000931,726.8000000000466,726.8000000000466,717.1000000000931,726.8000000000466,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_-100.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
997,1773236744825,11/03/2026 13:45:44,1773236744825,-5,11/03/2026 08:45:44,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,160,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1202.2999999977183,1201.5,1202.2999999977183,1202.2999999977183,1201.5,1202.2999999977183,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_-100.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
998,1773236745325,11/03/2026 13:45:45,1773236745325,-5,11/03/2026 08:45:45,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,161,phonetic categorization,fixation,99n54d,1,timedOut,,,500.79999999771826,500.29999999993015,500.79999999771826,500.79999999771826,500.29999999993015,500.79999999771826,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
999,1773236745327,11/03/2026 13:45:45,1773236745327,-5,11/03/2026 08:45:45,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,161,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,1.900000000023283,0,1.900000000023283,1.900000000023283,0,1.900000000023283,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1000,1773236745686,11/03/2026 13:45:45,1773236745686,-5,11/03/2026 08:45:45,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,161,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,360.9000000000233,350.4000000000233,360.9000000000233,360.9000000000233,350.4000000000233,360.9000000000233,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1001,1773236745686,11/03/2026 13:45:45,1773236745686,-5,11/03/2026 08:45:45,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,161,phonetic categorization,soundplay,x8jhtp,2,continue,,,361.20000000076834,350.4000000000233,361.20000000076834,361.20000000076834,350.4000000000233,361.20000000076834,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1002,1773236746656,11/03/2026 13:45:46,1773236746656,-5,11/03/2026 08:45:46,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,161,phonetic categorization,2AFC,6i7z8o,3,response,t,,980.8999999985099,967.4000000000233,980.8999999985099,980.8999999985099,967.4000000000233,980.8999999985099,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,din,din_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1003,1773236747845,11/03/2026 13:45:47,1773236747845,-5,11/03/2026 08:45:47,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,161,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.7999999992317,1201.1999999999534,1201.7999999992317,1201.7999999992317,1201.1999999999534,1201.7999999992317,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1004,1773236748345,11/03/2026 13:45:48,1773236748345,-5,11/03/2026 08:45:48,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,162,phonetic categorization,fixation,99n54d,1,timedOut,,,500.9999999977881,500.30000000004657,500.9999999977881,500.9999999977881,500.30000000004657,500.9999999977881,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+35.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1005,1773236748347,11/03/2026 13:45:48,1773236748347,-5,11/03/2026 08:45:48,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,162,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.499999998486601,0,2.499999998486601,2.499999998486601,0,2.499999998486601,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+35.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1006,1773236748707,11/03/2026 13:45:48,1773236748707,-5,11/03/2026 08:45:48,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,162,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,362.4999999984866,350.0999999999767,362.4999999984866,362.4999999984866,350.0999999999767,362.4999999984866,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+35.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1007,1773236748707,11/03/2026 13:45:48,1773236748707,-5,11/03/2026 08:45:48,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,162,phonetic categorization,soundplay,x8jhtp,2,continue,,,363.0999999999767,350.0999999999767,363.0999999999767,363.0999999999767,350.0999999999767,363.0999999999767,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+35.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1008,1773236750609,11/03/2026 13:45:50,1773236750609,-5,11/03/2026 08:45:50,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,162,phonetic categorization,2AFC,6i7z8o,3,response,d,,1914.199999999255,1902,1914.199999999255,1914.199999999255,1902,1914.199999999255,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dil,dill_+35.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1009,1773236751797,11/03/2026 13:45:51,1773236751797,-5,11/03/2026 08:45:51,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,162,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201,1200.5999999999767,1201,1201,1200.5999999999767,1201,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+35.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1010,1773236752298,11/03/2026 13:45:52,1773236752298,-5,11/03/2026 08:45:52,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,163,phonetic categorization,fixation,99n54d,1,timedOut,,,500.9999999977881,500.5,500.9999999977881,500.9999999977881,500.5,500.9999999977881,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_-20.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1011,1773236752300,11/03/2026 13:45:52,1773236752300,-5,11/03/2026 08:45:52,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,163,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.499999997788109,0,2.499999997788109,2.499999997788109,0,2.499999997788109,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_-20.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1012,1773236752659,11/03/2026 13:45:52,1773236752659,-5,11/03/2026 08:45:52,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,163,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,361.4000000000233,350.0999999999767,361.4000000000233,361.4000000000233,350.0999999999767,361.4000000000233,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_-20.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1013,1773236752659,11/03/2026 13:45:52,1773236752659,-5,11/03/2026 08:45:52,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,163,phonetic categorization,soundplay,x8jhtp,2,continue,,,361.79999999853317,350.0999999999767,361.79999999853317,361.79999999853317,350.0999999999767,361.79999999853317,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_-20.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1014,1773236753521,11/03/2026 13:45:53,1773236753521,-5,11/03/2026 08:45:53,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,163,phonetic categorization,2AFC,6i7z8o,3,response,d,,872.8000000000466,867.4000000000233,872.8000000000466,872.8000000000466,867.4000000000233,872.8000000000466,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dil,dill_-20.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1015,1773236754717,11/03/2026 13:45:54,1773236754717,-5,11/03/2026 08:45:54,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,163,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1202.0999999992782,1201.4000000000233,1202.0999999992782,1202.0999999992782,1201.4000000000233,1202.0999999992782,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_-20.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1016,1773236755217,11/03/2026 13:45:55,1773236755217,-5,11/03/2026 08:45:55,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,164,phonetic categorization,fixation,99n54d,1,timedOut,,,500.80000000074506,500.4000000000233,500.80000000074506,500.80000000074506,500.4000000000233,500.80000000074506,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1017,1773236755224,11/03/2026 13:45:55,1773236755224,-5,11/03/2026 08:45:55,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,164,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,7.199999997741543,0,7.199999997741543,7.199999997741543,0,7.199999997741543,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1018,1773236755654,11/03/2026 13:45:55,1773236755654,-5,11/03/2026 08:45:55,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,164,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,436.9999999984866,433.5999999999767,436.9999999984866,436.9999999984866,433.5999999999767,436.9999999984866,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1019,1773236755654,11/03/2026 13:45:55,1773236755654,-5,11/03/2026 08:45:55,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,164,phonetic categorization,soundplay,x8jhtp,2,continue,,,437.19999999774154,433.5999999999767,437.19999999774154,437.19999999774154,433.5999999999767,437.19999999774154,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1020,1773236756609,11/03/2026 13:45:56,1773236756609,-5,11/03/2026 08:45:56,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,164,phonetic categorization,2AFC,6i7z8o,3,response,t,,958.3999999985099,950.8000000000466,958.3999999985099,958.3999999985099,950.8000000000466,958.3999999985099,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1021,1773236757803,11/03/2026 13:45:57,1773236757803,-5,11/03/2026 08:45:57,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,164,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.6999999999534,1201.1999999999534,1201.6999999999534,1201.6999999999534,1201.1999999999534,1201.6999999999534,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+55.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1022,1773236758303,11/03/2026 13:45:58,1773236758303,-5,11/03/2026 08:45:58,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,165,phonetic categorization,fixation,99n54d,1,timedOut,,,500.80000000074506,500.4000000000233,500.80000000074506,500.80000000074506,500.4000000000233,500.80000000074506,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+70.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1023,1773236758305,11/03/2026 13:45:58,1773236758305,-5,11/03/2026 08:45:58,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,165,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.1999999977415428,0,2.1999999977415428,2.1999999977415428,0,2.1999999977415428,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+70.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1024,1773236758744,11/03/2026 13:45:58,1773236758744,-5,11/03/2026 08:45:58,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,165,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,441.4000000007218,433.5999999999767,441.4000000007218,441.4000000007218,433.5999999999767,441.4000000007218,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+70.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1025,1773236758744,11/03/2026 13:45:58,1773236758744,-5,11/03/2026 08:45:58,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,165,phonetic categorization,soundplay,x8jhtp,2,continue,,,441.79999999923166,433.5999999999767,441.79999999923166,441.79999999923166,433.5999999999767,441.79999999923166,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+70.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1026,1773236759625,11/03/2026 13:45:59,1773236759625,-5,11/03/2026 08:45:59,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,165,phonetic categorization,2AFC,6i7z8o,3,response,t,,888.5,884.1999999999534,888.5,888.5,884.1999999999534,888.5,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_+70.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1027,1773236760823,11/03/2026 13:46:00,1773236760823,-5,11/03/2026 08:46:00,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,165,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1202.9999999993015,1201,1202.9999999993015,1202.9999999993015,1201,1202.9999999993015,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+70.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
