Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,branch-b6g2,branch-ahcf,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Store: target
331,1773236346034,11/03/2026 13:39:06,1773236346034,-5,11/03/2026 08:39:06,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,50,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,1.9999999992433004,0,1.9999999992433004,1.9999999992433004,0,1.9999999992433004,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+45.wav,,1,t,d,288,1,,,
332,1773236346391,11/03/2026 13:39:06,1773236346391,-5,11/03/2026 08:39:06,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,50,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,359.19999999849824,350.3999999999651,359.19999999849824,359.19999999849824,350.3999999999651,359.19999999849824,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+45.wav,,1,t,d,288,1,,,
333,1773236346391,11/03/2026 13:39:06,1773236346391,-5,11/03/2026 08:39:06,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,50,phonetic categorization,soundplay,x8jhtp,2,continue,,,359.4999999992433,350.3999999999651,359.4999999992433,359.4999999992433,350.3999999999651,359.4999999992433,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+45.wav,,1,t,d,288,1,,,
334,1773236347380,11/03/2026 13:39:07,1773236347380,-5,11/03/2026 08:39:07,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,50,phonetic categorization,2AFC,6i7z8o,3,response,t,,997.4999999977881,984.5,997.4999999977881,997.4999999977881,984.5,997.4999999977881,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,din,din_+45.wav,,1,t,d,288,1,,,
335,1773236348568,11/03/2026 13:39:08,1773236348568,-5,11/03/2026 08:39:08,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,50,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.2999999985332,1200.7000000000116,1201.2999999985332,1201.2999999985332,1200.7000000000116,1201.2999999985332,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+45.wav,,1,t,d,288,1,,,
336,1773236349069,11/03/2026 13:39:09,1773236349069,-5,11/03/2026 08:39:09,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,51,phonetic categorization,fixation,99n54d,1,timedOut,,,501.0999999985215,500.6000000000349,501.0999999985215,501.0999999985215,500.6000000000349,501.0999999985215,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+25.wav,,1,t,d,288,1,,,
337,1773236349070,11/03/2026 13:39:09,1773236349070,-5,11/03/2026 08:39:09,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,51,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.299999999231659,0,2.299999999231659,2.299999999231659,0,2.299999999231659,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+25.wav,,1,t,d,288,1,,,
338,1773236349410,11/03/2026 13:39:09,1773236349410,-5,11/03/2026 08:39:09,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,51,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,342.0999999999767,333.5,342.0999999999767,342.0999999999767,333.5,342.0999999999767,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+25.wav,,1,t,d,288,1,,,
339,1773236349410,11/03/2026 13:39:09,1773236349410,-5,11/03/2026 08:39:09,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,51,phonetic categorization,soundplay,x8jhtp,2,continue,,,342.19999999774154,333.5,342.19999999774154,342.19999999774154,333.5,342.19999999774154,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+25.wav,,1,t,d,288,1,,,
340,1773236350227,11/03/2026 13:39:10,1773236350227,-5,11/03/2026 08:39:10,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,51,phonetic categorization,2AFC,6i7z8o,3,response,t,,825.4999999984866,817.5,825.4999999984866,825.4999999984866,817.5,825.4999999984866,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,din,din_+25.wav,,1,t,d,288,1,,,
341,1773236351421,11/03/2026 13:39:11,1773236351421,-5,11/03/2026 08:39:11,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,51,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.5999999999767,1201,1201.5999999999767,1201.5999999999767,1201,1201.5999999999767,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+25.wav,,1,t,d,288,1,,,
342,1773236351921,11/03/2026 13:39:11,1773236351921,-5,11/03/2026 08:39:11,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,52,phonetic categorization,fixation,99n54d,1,timedOut,,,501.19999999774154,500.29999999998836,501.19999999774154,501.19999999774154,500.29999999998836,501.19999999774154,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,catch,pleft_ame.mp3,,1,t,d,288,1,,,
343,1773236351923,11/03/2026 13:39:11,1773236351923,-5,11/03/2026 08:39:11,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,52,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.4999999992433004,0,2.4999999992433004,2.4999999992433004,0,2.4999999992433004,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,catch,pleft_ame.mp3,,1,t,d,288,1,,,
344,1773236354331,11/03/2026 13:39:14,1773236354331,-5,11/03/2026 08:39:14,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,52,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,2410.899999997753,2402.5999999999767,2410.899999997753,2410.899999997753,2402.5999999999767,2410.899999997753,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,catch,pleft_ame.mp3,,1,t,d,288,1,,,
345,1773236354332,11/03/2026 13:39:14,1773236354332,-5,11/03/2026 08:39:14,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,52,phonetic categorization,soundplay,x8jhtp,2,continue,,,2411.4999999992433,2402.5999999999767,2411.4999999992433,2411.4999999992433,2402.5999999999767,2411.4999999992433,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,catch,pleft_ame.mp3,,1,t,d,288,1,,,
346,1773236354948,11/03/2026 13:39:14,1773236354948,-5,11/03/2026 08:39:14,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,52,phonetic categorization,2AFC,6i7z8o,3,response,t,,624.8999999992666,617,624.8999999992666,624.8999999992666,617,624.8999999992666,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,catch,pleft_ame.mp3,,1,t,d,288,1,,,
347,1773236356142,11/03/2026 13:39:16,1773236356142,-5,11/03/2026 08:39:16,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,52,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.5000000007567,1200.7999999999884,1201.5000000007567,1201.5000000007567,1200.7999999999884,1201.5000000007567,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,catch,pleft_ame.mp3,,1,t,d,288,1,,,
348,1773236356642,11/03/2026 13:39:16,1773236356642,-5,11/03/2026 08:39:16,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,53,phonetic categorization,fixation,99n54d,1,timedOut,,,501.0999999992782,500.4000000000233,501.0999999992782,501.0999999992782,500.4000000000233,501.0999999992782,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+35.wav,,1,t,d,288,1,,,
349,1773236356644,11/03/2026 13:39:16,1773236356644,-5,11/03/2026 08:39:16,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,53,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.599999997764826,0,2.599999997764826,2.599999997764826,0,2.599999997764826,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+35.wav,,1,t,d,288,1,,,
350,1773236357059,11/03/2026 13:39:17,1773236357059,-5,11/03/2026 08:39:17,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,53,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,417.8999999985099,417.0999999999767,417.8999999985099,417.8999999985099,417.0999999999767,417.8999999985099,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+35.wav,,1,t,d,288,1,,,
351,1773236357060,11/03/2026 13:39:17,1773236357060,-5,11/03/2026 08:39:17,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,53,phonetic categorization,soundplay,x8jhtp,2,continue,,,418.3999999985099,417.0999999999767,418.3999999985099,418.3999999985099,417.0999999999767,418.3999999985099,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+35.wav,,1,t,d,288,1,,,
352,1773236358060,11/03/2026 13:39:18,1773236358060,-5,11/03/2026 08:39:18,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,53,phonetic categorization,2AFC,6i7z8o,3,response,d,,1001.4999999977881,1000.8000000000466,1001.4999999977881,1001.4999999977881,1000.8000000000466,1001.4999999977881,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_+35.wav,,1,t,d,288,1,,,
353,1773236359261,11/03/2026 13:39:19,1773236359261,-5,11/03/2026 08:39:19,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,53,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1202.2999999992317,1201.399999999965,1202.2999999992317,1202.2999999992317,1201.399999999965,1202.2999999992317,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+35.wav,,1,t,d,288,1,,,
354,1773236359761,11/03/2026 13:39:19,1773236359761,-5,11/03/2026 08:39:19,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,54,phonetic categorization,fixation,99n54d,1,timedOut,,,500.5999999985215,500,500.5999999985215,500.5999999985215,500,500.5999999985215,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+70.wav,,1,t,d,288,1,,,
355,1773236359763,11/03/2026 13:39:19,1773236359763,-5,11/03/2026 08:39:19,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,54,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.3999999992665835,0,2.3999999992665835,2.3999999992665835,0,2.3999999992665835,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+70.wav,,1,t,d,288,1,,,
356,1773236360132,11/03/2026 13:39:20,1773236360132,-5,11/03/2026 08:39:20,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,54,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,371.79999999777647,367,371.79999999777647,371.79999999777647,367,371.79999999777647,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+70.wav,,1,t,d,288,1,,,
357,1773236360132,11/03/2026 13:39:20,1773236360132,-5,11/03/2026 08:39:20,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,54,phonetic categorization,soundplay,x8jhtp,2,continue,,,371.8999999992666,367,371.8999999992666,371.8999999992666,367,371.8999999992666,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+70.wav,,1,t,d,288,1,,,
358,1773236361052,11/03/2026 13:39:21,1773236361052,-5,11/03/2026 08:39:21,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,54,phonetic categorization,2AFC,6i7z8o,3,response,t,,923.8999999992666,917.7999999999884,923.8999999992666,923.8999999992666,917.7999999999884,923.8999999992666,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,din,din_+70.wav,,1,t,d,288,1,,,
359,1773236362247,11/03/2026 13:39:22,1773236362247,-5,11/03/2026 08:39:22,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,54,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.5999999992782,1201,1201.5999999992782,1201.5999999992782,1201,1201.5999999992782,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+70.wav,,1,t,d,288,1,,,
360,1773236362747,11/03/2026 13:39:22,1773236362747,-5,11/03/2026 08:39:22,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,55,phonetic categorization,fixation,99n54d,1,timedOut,,,500.9999999977881,500.4000000000233,500.9999999977881,500.9999999977881,500.4000000000233,500.9999999977881,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,1,,,
361,1773236362749,11/03/2026 13:39:22,1773236362749,-5,11/03/2026 08:39:22,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,55,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.599999997764826,0,2.599999997764826,2.599999997764826,0,2.599999997764826,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,1,,,
362,1773236363151,11/03/2026 13:39:23,1773236363151,-5,11/03/2026 08:39:23,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,55,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,404.5,400,404.5,404.5,400,404.5,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,1,,,
363,1773236363152,11/03/2026 13:39:23,1773236363152,-5,11/03/2026 08:39:23,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,55,phonetic categorization,soundplay,x8jhtp,2,continue,,,404.80000000074506,400,404.80000000074506,404.80000000074506,400,404.80000000074506,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,1,,,
364,1773236364708,11/03/2026 13:39:24,1773236364708,-5,11/03/2026 08:39:24,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,55,phonetic categorization,2AFC,6i7z8o,3,response,t,,1561.0999999977648,1551.7000000000116,1561.0999999977648,1561.0999999977648,1551.7000000000116,1561.0999999977648,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,1,,,
365,1773236365900,11/03/2026 13:39:25,1773236365900,-5,11/03/2026 08:39:25,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,55,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.6000000007334,1200.7999999999884,1201.6000000007334,1201.6000000007334,1200.7999999999884,1201.6000000007334,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,1,,,
366,1773236366401,11/03/2026 13:39:26,1773236366401,-5,11/03/2026 08:39:26,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,56,phonetic categorization,fixation,99n54d,1,timedOut,,,501.5,500.29999999998836,501.5,501.5,500.29999999998836,501.5,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+0.wav,,1,t,d,288,1,,,
367,1773236366402,11/03/2026 13:39:26,1773236366402,-5,11/03/2026 08:39:26,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,56,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.8999999992665835,0,2.8999999992665835,2.8999999992665835,0,2.8999999992665835,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+0.wav,,1,t,d,288,1,,,
368,1773236366799,11/03/2026 13:39:26,1773236366799,-5,11/03/2026 08:39:26,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,56,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,399.5999999985215,383.6000000000349,399.5999999985215,399.5999999985215,383.6000000000349,399.5999999985215,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+0.wav,,1,t,d,288,1,,,
369,1773236366800,11/03/2026 13:39:26,1773236366800,-5,11/03/2026 08:39:26,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,56,phonetic categorization,soundplay,x8jhtp,2,continue,,,400.0999999985215,383.6000000000349,400.0999999985215,400.0999999985215,383.6000000000349,400.0999999985215,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+0.wav,,1,t,d,288,1,,,
370,1773236369259,11/03/2026 13:39:29,1773236369259,-5,11/03/2026 08:39:29,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,56,phonetic categorization,2AFC,6i7z8o,3,response,d,,2475.7999999992317,2468.899999999965,2475.7999999992317,2475.7999999992317,2468.899999999965,2475.7999999992317,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_+0.wav,,1,t,d,288,1,,,
371,1773236370454,11/03/2026 13:39:30,1773236370454,-5,11/03/2026 08:39:30,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,56,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.7999999977765,1201.4000000000233,1201.7999999977765,1201.7999999977765,1201.4000000000233,1201.7999999977765,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+0.wav,,1,t,d,288,1,,,
