Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Spreadsheet: VOT,Spreadsheet: center,Spreadsheet: block,Spreadsheet: label,Spreadsheet: session,Spreadsheet: stage,Spreadsheet: progress_bar,Spreadsheet: word_display,Spreadsheet: trial_type,Spreadsheet: list_LSQ_variant,Spreadsheet: blockID,Spreadsheet: mean,Spreadsheet: sd,Spreadsheet: option_setup,Spreadsheet: token_category,Store: target
236,1784152947830,15/07/2026 22:02:27,1784152947830,-7,15/07/2026 15:02:27,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,28,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,16.660000000003492,0,16.660000000003492,16.660000000003492,0,16.660000000003492,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_65.wav,,,tip,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
237,1784152948271,15/07/2026 22:02:28,1784152948271,-7,15/07/2026 15:02:28,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,28,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,457.6000000000058,450,457.6000000000058,457.6000000000058,450,457.6000000000058,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_65.wav,,,tip,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
238,1784152948272,15/07/2026 22:02:28,1784152948272,-7,15/07/2026 15:02:28,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,28,phonetic categorization,soundplay,x8jhtp,3,continue,,,459.6000000000058,450,459.6000000000058,459.6000000000058,450,459.6000000000058,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_65.wav,,,tip,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
239,1784152948593,15/07/2026 22:02:28,1784152948593,-7,15/07/2026 15:02:28,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,28,phonetic categorization,2AFC,6i7z8o,4,response,tip,,329.6000000000058,316.54000000000815,329.6000000000058,329.6000000000058,316.54000000000815,329.6000000000058,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,tip,dip_65.wav,,,tip,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
240,1784152949782,15/07/2026 22:02:29,1784152949782,-7,15/07/2026 15:02:29,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,28,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.0599999999977,1200.1199999999953,1203.0599999999977,1203.0599999999977,1200.1199999999953,1203.0599999999977,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tip,dip_65.wav,,,tip,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
241,1784152950283,15/07/2026 22:02:30,1784152950283,-7,15/07/2026 15:02:30,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,29,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_5.wav,,,din,dill,,,,expo-10ms,5,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
242,1784152950783,15/07/2026 22:02:30,1784152950783,-7,15/07/2026 15:02:30,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,29,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_5.wav,,,din,dill,,,,expo-10ms,5,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
243,1784152950788,15/07/2026 22:02:30,1784152950788,-7,15/07/2026 15:02:30,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,29,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,8.940000000002328,0,8.940000000002328,8.940000000002328,0,8.940000000002328,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_5.wav,,,din,dill,,,,expo-10ms,5,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
244,1784152951116,15/07/2026 22:02:31,1784152951116,-7,15/07/2026 15:02:31,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,29,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,335.9400000000023,333.3399999999965,335.9400000000023,335.9400000000023,333.3399999999965,335.9400000000023,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_5.wav,,,din,dill,,,,expo-10ms,5,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
245,1784152951117,15/07/2026 22:02:31,1784152951117,-7,15/07/2026 15:02:31,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,29,phonetic categorization,soundplay,x8jhtp,3,continue,,,336.9400000000023,333.3399999999965,336.9400000000023,336.9400000000023,333.3399999999965,336.9400000000023,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_5.wav,,,din,dill,,,,expo-10ms,5,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
246,1784152951540,15/07/2026 22:02:31,1784152951540,-7,15/07/2026 15:02:31,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,29,phonetic categorization,2AFC,6i7z8o,4,response,din,,426.6000000000058,416.6600000000035,426.6000000000058,426.6000000000058,416.6600000000035,426.6000000000058,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,din,din_5.wav,,,din,dill,,,,expo-10ms,5,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
247,1784152952731,15/07/2026 22:02:32,1784152952731,-7,15/07/2026 15:02:32,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,29,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1200.9400000000023,1199.9599999999919,1200.9400000000023,1200.9400000000023,1199.9599999999919,1200.9400000000023,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_5.wav,,,din,dill,,,,expo-10ms,5,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
248,1784152953231,15/07/2026 22:02:33,1784152953231,-7,15/07/2026 15:02:33,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,30,phonetic categorization,fixation,99n54d,1,response,,,500.04000000000815,500.04000000000815,500.04000000000815,500.04000000000815,500.04000000000815,500.04000000000815,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,2,,,,234,,catch,A,C,,,d-right,,
249,1784152953733,15/07/2026 22:02:33,1784152953733,-7,15/07/2026 15:02:33,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,30,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,2,,,,234,,catch,A,C,,,d-right,,
250,1784152953740,15/07/2026 22:02:33,1784152953740,-7,15/07/2026 15:02:33,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,30,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,10.940000000002328,0,10.940000000002328,10.940000000002328,0,10.940000000002328,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,2,,,,234,,catch,A,C,,,d-right,,
251,1784152954196,15/07/2026 22:02:34,1784152954196,-7,15/07/2026 15:02:34,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,30,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,466.6600000000035,450,466.6600000000035,466.6600000000035,450,466.6600000000035,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,2,,,,234,,catch,A,C,,,d-right,,
252,1784152954197,15/07/2026 22:02:34,1784152954197,-7,15/07/2026 15:02:34,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,30,phonetic categorization,soundplay,x8jhtp,3,continue,,,466.6600000000035,450,466.6600000000035,466.6600000000035,450,466.6600000000035,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,2,,,,234,,catch,A,C,,,d-right,,
253,1784152954604,15/07/2026 22:02:34,1784152954604,-7,15/07/2026 15:02:34,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,30,phonetic categorization,2AFC,6i7z8o,4,response,rare,,423.9400000000023,416.679999999993,423.9400000000023,423.9400000000023,416.679999999993,423.9400000000023,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,2,,,,234,,catch,A,C,,,d-right,,
254,1784152955799,15/07/2026 22:02:35,1784152955799,-7,15/07/2026 15:02:35,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,30,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.2600000000093,1200,1203.2600000000093,1203.2600000000093,1200,1203.2600000000093,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,rare,rare.wav,,,rare,flare,,,,expo-10ms,,,2,,,,234,,catch,A,C,,,d-right,,
255,1784152956297,15/07/2026 22:02:36,1784152956297,-7,15/07/2026 15:02:36,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,31,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,till,dill_70.wav,,,tin,till,,,,expo-10ms,70,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
256,1784152956799,15/07/2026 22:02:36,1784152956799,-7,15/07/2026 15:02:36,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,31,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,till,dill_70.wav,,,tin,till,,,,expo-10ms,70,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
257,1784152956805,15/07/2026 22:02:36,1784152956805,-7,15/07/2026 15:02:36,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,31,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,9.260000000009313,0,9.260000000009313,9.260000000009313,0,9.260000000009313,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,till,dill_70.wav,,,tin,till,,,,expo-10ms,70,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
258,1784152957193,15/07/2026 22:02:37,1784152957193,-7,15/07/2026 15:02:37,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,31,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,397.2600000000093,383.320000000007,397.2600000000093,397.2600000000093,383.320000000007,397.2600000000093,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,till,dill_70.wav,,,tin,till,,,,expo-10ms,70,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
259,1784152957193,15/07/2026 22:02:37,1784152957193,-7,15/07/2026 15:02:37,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,31,phonetic categorization,soundplay,x8jhtp,3,continue,,,397.2600000000093,383.320000000007,397.2600000000093,397.2600000000093,383.320000000007,397.2600000000093,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,till,dill_70.wav,,,tin,till,,,,expo-10ms,70,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
260,1784152957655,15/07/2026 22:02:37,1784152957655,-7,15/07/2026 15:02:37,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,31,phonetic categorization,2AFC,6i7z8o,4,response,till,,474.9400000000023,466.679999999993,474.9400000000023,474.9400000000023,466.679999999993,474.9400000000023,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,till,dill_70.wav,,,tin,till,,,,expo-10ms,70,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
261,1784152958850,15/07/2026 22:02:38,1784152958850,-7,15/07/2026 15:02:38,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,31,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1204.2600000000093,1200,1204.2600000000093,1204.2600000000093,1200,1204.2600000000093,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,till,dill_70.wav,,,tin,till,,,,expo-10ms,70,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
262,1784152959349,15/07/2026 22:02:39,1784152959349,-7,15/07/2026 15:02:39,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,32,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_15.wav,,,din,dill,,,,expo-10ms,15,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
263,1784152959850,15/07/2026 22:02:39,1784152959850,-7,15/07/2026 15:02:39,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,32,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_15.wav,,,din,dill,,,,expo-10ms,15,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
264,1784152959855,15/07/2026 22:02:39,1784152959855,-7,15/07/2026 15:02:39,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,32,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,10.260000000009313,0,10.260000000009313,10.260000000009313,0,10.260000000009313,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_15.wav,,,din,dill,,,,expo-10ms,15,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
265,1784152960192,15/07/2026 22:02:40,1784152960192,-7,15/07/2026 15:02:40,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,32,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,346.2600000000093,333.320000000007,346.2600000000093,346.2600000000093,333.320000000007,346.2600000000093,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_15.wav,,,din,dill,,,,expo-10ms,15,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
266,1784152960193,15/07/2026 22:02:40,1784152960193,-7,15/07/2026 15:02:40,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,32,phonetic categorization,soundplay,x8jhtp,3,continue,,,347.2600000000093,333.320000000007,347.2600000000093,347.2600000000093,333.320000000007,347.2600000000093,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_15.wav,,,din,dill,,,,expo-10ms,15,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
267,1784152960642,15/07/2026 22:02:40,1784152960642,-7,15/07/2026 15:02:40,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,32,phonetic categorization,2AFC,6i7z8o,4,response,din,,461.9400000000023,450,461.9400000000023,461.9400000000023,450,461.9400000000023,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,din,din_15.wav,,,din,dill,,,,expo-10ms,15,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
268,1784152961831,15/07/2026 22:02:41,1784152961831,-7,15/07/2026 15:02:41,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,32,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1200.9400000000023,1200,1200.9400000000023,1200.9400000000023,1200,1200.9400000000023,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_15.wav,,,din,dill,,,,expo-10ms,15,,2,labeled,,,234,,exposure,A,C,5,8.94427190999916,d-right,d,
269,1784152962331,15/07/2026 22:02:42,1784152962331,-7,15/07/2026 15:02:42,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,33,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,tin,din_65.wav,,,till,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
270,1784152962832,15/07/2026 22:02:42,1784152962832,-7,15/07/2026 15:02:42,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,33,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tin,din_65.wav,,,till,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
271,1784152962839,15/07/2026 22:02:42,1784152962839,-7,15/07/2026 15:02:42,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,33,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,9.940000000002328,0,9.940000000002328,9.940000000002328,0,9.940000000002328,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tin,din_65.wav,,,till,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
272,1784152963210,15/07/2026 22:02:43,1784152963210,-7,15/07/2026 15:02:43,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,33,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,380.9400000000023,366.679999999993,380.9400000000023,380.9400000000023,366.679999999993,380.9400000000023,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tin,din_65.wav,,,till,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
273,1784152963210,15/07/2026 22:02:43,1784152963210,-7,15/07/2026 15:02:43,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,33,phonetic categorization,soundplay,x8jhtp,3,continue,,,380.9400000000023,366.679999999993,380.9400000000023,380.9400000000023,366.679999999993,380.9400000000023,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tin,din_65.wav,,,till,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
274,1784152963795,15/07/2026 22:02:43,1784152963795,-7,15/07/2026 15:02:43,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,33,phonetic categorization,2AFC,6i7z8o,4,response,tin,,599.2600000000093,583.320000000007,599.2600000000093,599.2600000000093,583.320000000007,599.2600000000093,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,tin,din_65.wav,,,till,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
275,1784152964984,15/07/2026 22:02:44,1784152964984,-7,15/07/2026 15:02:44,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,33,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.9400000000023,1200,1203.9400000000023,1203.9400000000023,1200,1203.9400000000023,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tin,din_65.wav,,,till,tin,,,,expo-10ms,65,,2,labeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
276,1784152965482,15/07/2026 22:02:45,1784152965482,-7,15/07/2026 15:02:45,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,34,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,tin,din_80.wav,,,tin,din,,,,expo-10ms,80,,2,unlabeled,,,234,,exposure,A,C,50,16.431676725155,d-right,t,
